Species	Min	Max	Median	Mean	StDev	Assembly_count	GC_Min	GC_Max	GC_Median	GC_Mean	GC_Stdev	GC_count	CDS_Min	CDS_Max	CDS_Median	CDS_Mean	CDS_Stdev	CDS_count	Consensus_TAXID
Halorubrum zhoui	2.468895	2.468895	2.468895	2.468895	0.0	1	67.0	67.0	67.0	67.0	0	1	2408	2408	2408	2408	0	1	3402277
Halorubrum shenae	3.500319	3.500319	3.500319	3.500319	0.0	1	65.0	65.0	65.0	65.0	0	1	3375	3375	3375	3375	0	1	3402276
Haladaptatus marinus	5.067284	5.067284	5.067284	5.067284	0.0	1	57.0	57.0	57.0	57.0	0	1	5173	5173	5173	5173	0	1	3403467
Halorussus sp. AFM4	5.016344	5.016344	5.016344	5.016344	0.0	1	68.0	68.0	68.0	68.0	0	1	4907	4907	4907	4907	0	1	3421651
Halococcus sp. AFM35	3.519858	3.519858	3.519858	3.519858	0.0	1	62.5	62.5	62.5	62.5	0	1	3509	3509	3509	3509	0	1	3421653
Natronomonas sp. EA1	3.337156	3.337156	3.337156	3.337156	0.0	1	66.5	66.5	66.5	66.5	0	1	3471	3471	3471	3471	0	1	3421655
Halobellus sp. EA9	3.412075	3.412075	3.412075	3.412075	0.0	1	66.5	66.5	66.5	66.5	0	1	3345	3345	3345	3345	0	1	3421647
Halobaculum sp. EA56	4.404156	4.404156	4.404156	4.404156	0.0	1	68.5	68.5	68.5	68.5	0	1	4356	4356	4356	4356	0	1	3421648
Halolamina sp. C58	2.993025	2.993025	2.993025	2.993025	0.0	1	67.5	67.5	67.5	67.5	0	1	3101	3101	3101	3101	0	1	3421640
Haloplanus sp. C73	2.757854	2.757854	2.757854	2.757854	0.0	1	65.5	65.5	65.5	65.5	0	1	2890	2890	2890	2890	0	1	3421641
Halobaculum sp. D14	2.877416	2.877416	2.877416	2.877416	0.0	1	69.5	69.5	69.5	69.5	0	1	2893	2893	2893	2893	0	1	3421642
Halobaculum sp. P14	2.828477	2.828477	2.828477	2.828477	0.0	1	70.0	70.0	70.0	70.0	0	1	2834	2834	2834	2834	0	1	3421638
Halarchaeum sp. P4	3.140575	3.140575	3.140575	3.140575	0.0	1	68.0	68.0	68.0	68.0	0	1	3141	3141	3141	3141	0	1	3421639
Arhodomonas sp. AD133	5.264792	5.264792	5.264792	5.264792	0.0	1	66.0	66.0	66.0	66.0	0	1	4601	4601	4601	4601	0	1	3415009
Tateyamaria sp. 1078	4.571946	4.571946	4.571946	4.571946	0.0	1	61.5	61.5	61.5	61.5	0	1	4517	4517	4517	4517	0	1	3417464
Falsirhodobacter sp. 1013	3.676962	3.676962	3.676962	3.676962	0.0	1	65.5	65.5	65.5	65.5	0	1	3634	3634	3634	3634	0	1	3417566
Christiangramia sp. 3-2217-3z	3.382974	3.382974	3.382974	3.382974	0.0	1	38.0	38.0	38.0	38.0	0	1	3101	3101	3101	3101	0	1	3417564
Qipengyuania sp. 902	3.037181	3.037181	3.037181	3.037181	0.0	1	63.0	63.0	63.0	63.0	0	1	2945	2945	2945	2945	0	1	3417565
Mycoplasma sp. 6243	1.124702	1.124702	1.124702	1.124702	0.0	1	28.0	28.0	28.0	28.0	0	1	910	910	910	910	0	1	3440865
Timonella sp. A28	2.56617	2.56617	2.56617	2.56617	0.0	1	52.0	52.0	52.0	52.0	0	1	2329	2329	2329	2329	0	1	3442640
Formosa sp. A9	3.89539	3.89539	3.89539	3.89539	0.0	1	36.0	36.0	36.0	36.0	0	1	3386	3386	3386	3386	0	1	3442641
Janibacter sp. GS2	3.412786	3.412786	3.412786	3.412786	0.0	1	71.0	71.0	71.0	71.0	0	1	3235	3235	3235	3235	0	1	3442646
Tenacibaculum sp. A30	2.870669	2.870669	2.870669	2.870669	0.0	1	32.5	32.5	32.5	32.5	0	1	2669	2669	2669	2669	0	1	3442644
Thioclava sp. FR2	4.05724	4.05724	4.05724	4.05724	0.0	1	59.0	59.0	59.0	59.0	0	1	3858	3858	3858	3858	0	1	3445780
Candidatus Pelagibacter bacterium nBUS_44	1.363098	1.363098	1.363098	1.363098	0.0	1	29.0	29.0	29.0	29.0	0	1	1467	1467	1467	1467	0	1	3374195
Candidatus Pelagibacter bacterium nBUS_29	1.356981	1.356981	1.356981	1.356981	0.0	1	29.5	29.5	29.5	29.5	0	1	1404	1404	1404	1404	0	1	3374190
Candidatus Pelagibacter bacterium nBUS_28	1.40628	1.40628	1.40628	1.40628	0.0	1	29.5	29.5	29.5	29.5	0	1	1448	1448	1448	1448	0	1	3374189
Candidatus Pelagibacter bacterium nBUS_49	1.394048	1.394048	1.394048	1.394048	0.0	1	29.5	29.5	29.5	29.5	0	1	1472	1472	1472	1472	0	1	3374196
Candidatus Pelagibacter bacterium nBUS_25	1.362811	1.362811	1.362811	1.362811	0.0	1	29.5	29.5	29.5	29.5	0	1	1410	1410	1410	1410	0	1	3374187
Candidatus Pelagibacter bacterium nBUS_27	1.343992	1.343992	1.343992	1.343992	0.0	1	29.5	29.5	29.5	29.5	0	1	1402	1402	1402	1402	0	1	3374188
Anoxybacillus eryuanensis	2.665349	2.665349	2.665349	2.665349	0.0	1	41.5	41.5	41.5	41.5	0	1	2745	2745	2745	2745	0	1	651866
Thermoanaerobacterium thermosulfurigenes	2.41521	2.41521	2.41521	2.41521	0.0	1	35.0	35.0	35.0	35.0	0	1	2355	2355	2355	2355	0	1	33950
Niabella hirudinis	5.427194	5.427194	5.427194	5.427194	0.0	1	47.0	47.0	47.0	47.0	0	1	4285	4285	4285	4285	0	1	1285929
Shinella sp. BE166	7.2362	7.2362	7.2362	7.2362	0.0	1	63.5	63.5	63.5	63.5	0	1	6905	6905	6905	6905	0	1	3373918
Methanothermobacter sp. DSM 3267	1.698675	1.698675	1.698675	1.698675	0.0	1	48.5	48.5	48.5	48.5	0	1	1814	1814	1814	1814	0	1	3381696
Candidatus Pelagibacter bacterium nBUS_36	1.352152	1.352152	1.352152	1.352152	0.0	1	29.0	29.0	29.0	29.0	0	1	1414	1414	1414	1414	0	1	3374194
Candidatus Pelagibacter bacterium nBUS_33	1.315258	1.315258	1.315258	1.315258	0.0	1	29.0	29.0	29.0	29.0	0	1	1387	1387	1387	1387	0	1	3374193
Candidatus Pelagibacter bacterium nBUS_32	1.32053	1.32053	1.32053	1.32053	0.0	1	29.0	29.0	29.0	29.0	0	1	1387	1387	1387	1387	0	1	3374192
Candidatus Pelagibacter bacterium nBUS_30	1.334471	1.334471	1.334471	1.334471	0.0	1	29.0	29.0	29.0	29.0	0	1	1415	1415	1415	1415	0	1	3374191
Cylindrospermopsis raciborskii G7	4.016649	4.016649	4.016649	4.016649	0.0	1	40.5	40.5	40.5	40.5	0	1	3431	3431	3431	3431	0	1	3438228
Psychromonas sp. PT13	4.492551	4.492551	4.492551	4.492551	0.0	1	38.0	38.0	38.0	38.0	0	1	3859	3859	3859	3859	0	1	3439547
Pseudothioglobus sp. nBUS_23	1.79444	1.79444	1.79444	1.79444	0.0	1	38.0	38.0	38.0	38.0	0	1	1780	1780	1780	1780	0	1	3395318
Pseudopelagicola sp. nBUS_20	4.118343	4.118343	4.118343	4.118343	0.0	1	49.5	49.5	49.5	49.5	0	1	3620	3620	3620	3620	0	1	3395317
Pseudopelagicola sp. nBUS_19	4.154588	4.154588	4.154588	4.154588	0.0	1	49.5	49.5	49.5	49.5	0	1	3611	3611	3611	3611	0	1	3395316
Luminiphilus sp. nBUS_16	3.524637	3.524637	3.524637	3.524637	0.0	1	52.5	52.5	52.5	52.5	0	1	3064	3064	3064	3064	0	1	3395315
Vibrio sp. nBUS_14	5.636371	5.636371	5.636371	5.636371	0.0	1	44.0	44.0	44.0	44.0	0	1	4693	4693	4693	4693	0	1	3395321
Psychrobium sp. nBUS_13	4.389898	4.389898	4.389898	4.389898	0.0	1	40.5	40.5	40.5	40.5	0	1	3821	3821	3821	3821	0	1	3395319
Luminiphilus sp. nBUS_07	3.51463	3.51463	3.51463	3.51463	0.0	1	52.5	52.5	52.5	52.5	0	1	3052	3052	3052	3052	0	1	3395314
Tenacibaculum sp. nBUS_03	4.338016	4.338016	4.338016	4.338016	0.0	1	30.0	30.0	30.0	30.0	0	1	3757	3757	3757	3757	0	1	3395320
Haloarchaeobius pelagicus	4.353942	4.353942	4.353942	4.353942	0.0	1	65.5	65.5	65.5	65.5	0	1	4273	4273	4273	4273	0	1	3446117
Haloarchaeobius caseinilyticus	4.372088	4.372088	4.372088	4.372088	0.0	1	63.5	63.5	63.5	63.5	0	1	4328	4328	4328	4328	0	1	3446114
Haloarchaeobius marinus	4.091078	4.454101	4.2725895	4.2725895	0.25669602502668404	2	65.5	66.5	66.0	66.0	0.7071067811865476	2	4047	4347	4197.0	4197	212.13203435596427	2	3446118
Klebsiella sp. K-3	5.026776	5.026776	5.026776	5.026776	0.0	1	55.0	55.0	55.0	55.0	0	1	4660	4660	4660	4660	0	1	1561388
Haloarchaeobius lipolyticus	3.170032	3.170032	3.170032	3.170032	0.0	1	65.5	65.5	65.5	65.5	0	1	3156	3156	3156	3156	0	1	3446121
Actomonas mangrovi	5.708336	5.708336	5.708336	5.708336	0.0	1	64.0	64.0	64.0	64.0	0	1	4540	4540	4540	4540	0	1	3445636
Actomonas spartinae	5.193868	5.193868	5.193868	5.193868	0.0	1	64.5	64.5	64.5	64.5	0	1	4120	4120	4120	4120	0	1	3445637
Klebsiella sp. HN106	6.387632	6.387632	6.387632	6.387632	0.0	1	54.5	54.5	54.5	54.5	0	1	6003	6003	6003	6003	0	1	3401058
Emticicia sp. SJ17W-69	6.15564	6.15564	6.15564	6.15564	0.0	1	35.0	35.0	35.0	35.0	0	1	4996	4996	4996	4996	0	1	3421657
Acinetobacter pengchengensis	2.771554	3.061065	2.8902835	2.9032965	0.1296032906745298	4	41.0	41.5	41.25	41.25	0.28867513459481287	4	2489	2749	2630.5	2624.75	112.12604514563064	4	3434463
Halomonas salsilacus	3.605152	3.610187	3.6076695	3.6076695	0.003560282643274267	2	66.0	66.0	66.0	66.0	0.0	2	3321	3329	3325.0	3325	5.656854249492381	2	3440841
Aquipuribacter sp. MA13-13	4.017373	4.017373	4.017373	4.017373	0.0	1	74.0	74.0	74.0	74.0	0	1	3574	3574	3574	3574	0	1	3440840
Variovorax glacialis	7.455892	7.455892	7.455892	7.455892	0.0	1	66.0	66.0	66.0	66.0	0	1	6941	6941	6941	6941	0	1	3443742
Variovorax cryoconiti	5.43556	5.43556	5.43556	5.43556	0.0	1	68.0	68.0	68.0	68.0	0	1	5112	5112	5112	5112	0	1	3443731
Variovorax trehalosi	7.176983	7.176983	7.176983	7.176983	0.0	1	66.5	66.5	66.5	66.5	0	1	6591	6591	6591	6591	0	1	3443729
Variovorax pasteuri	6.988622	7.492586	7.197234	7.226147333333333	0.25322305178899757	3	67.0	67.5	67.0	67.16666666666667	0.28867513459481287	3	6581	6944	6668	6731	189.52308566504504	3	3443732
Variovorax nivicola	7.644337	7.644337	7.644337	7.644337	0.0	1	66.0	66.0	66.0	66.0	0	1	7075	7075	7075	7075	0	1	3443733
Variovorax frigidus	6.130232	6.130232	6.130232	6.130232	0.0	1	67.5	67.5	67.5	67.5	0	1	5565	5565	5565	5565	0	1	3443728
Variovorax monticola	6.933974	6.934191	6.9340825	6.9340825	0.0001534421715174808	2	68.0	68.0	68.0	68.0	0.0	2	6386	6386	6386.0	6386	0.0	2	3443738
Variovorax nitratireducens	5.621879	5.621879	5.621879	5.621879	0.0	1	66.0	66.0	66.0	66.0	0	1	5277	5277	5277	5277	0	1	3443737
Variovorax raffinosi	8.032642	8.032642	8.032642	8.032642	0.0	1	66.0	66.0	66.0	66.0	0	1	7411	7411	7411	7411	0	1	3443740
Variovorax sucrosi	4.990094	4.990094	4.990094	4.990094	0.0	1	67.5	67.5	67.5	67.5	0	1	4671	4671	4671	4671	0	1	3443743
Variovorax glucosi	5.300838	5.300838	5.300838	5.300838	0.0	1	64.0	64.0	64.0	64.0	0	1	5079	5079	5079	5079	0	1	1259731
Variovorax restrictus	5.559816	5.559816	5.559816	5.559816	0.0	1	67.0	67.0	67.0	67.0	0	1	5207	5207	5207	5207	0	1	3443730
Variovorax multivorans	7.704532	7.704858	7.704695	7.704695	0.00023051681066681452	2	66.0	66.0	66.0	66.0	0.0	2	7159	7159	7159.0	7159	0.0	2	3443734
Aquipuribacter sp. MA13-6	4.024694	4.024694	4.024694	4.024694	0.0	1	74.0	74.0	74.0	74.0	0	1	3583	3583	3583	3583	0	1	3440839
Lysobacter sp. 1R34A	4.813543	4.813543	4.813543	4.813543	0.0	1	68.5	68.5	68.5	68.5	0	1	3968	3968	3968	3968	0	1	3445786
Actinopolyspora sp. H202	5.187903	5.187903	5.187903	5.187903	0.0	1	67.5	67.5	67.5	67.5	0	1	4458	4458	4458	4458	0	1	1500456
Natrinema sp. CGMCC1.2065	3.833548	3.833548	3.833548	3.833548	0.0	1	65.5	65.5	65.5	65.5	0	1	3792	3792	3792	3792	0	1	3445767
Azospirillum sp. ST 5-10	6.831113	6.831113	6.831113	6.831113	0.0	1	72.0	72.0	72.0	72.0	0	1	6289	6289	6289	6289	0	1	3445776
Neobacillus solisequens	4.684984	4.684984	4.684984	4.684984	0.0	1	38.5	38.5	38.5	38.5	0	1	4534	4534	4534	4534	0	1	3379133
Neobacillus terrisolis	4.625286	4.625286	4.625286	4.625286	0.0	1	39.0	39.0	39.0	39.0	0	1	4397	4397	4397	4397	0	1	3379826
Massilia sp. LXY-6	5.67756	5.67756	5.67756	5.67756	0.0	1	65.5	65.5	65.5	65.5	0	1	5051	5051	5051	5051	0	1	3379823
Desulfobacterium sp. N47	4.206261	4.206261	4.206261	4.206261	0.0	1	40.5	40.5	40.5	40.5	0	1	4046	4046	4046	4046	0	1	3115210
Pseudoalteromonas sp. SYSU M81236	4.521117	4.521117	4.521117	4.521117	0.0	1	41.0	41.0	41.0	41.0	0	1	3989	3989	3989	3989	0	1	3447014
Pseudothermotoga sp. U03pept	2.277785	2.277785	2.277785	2.277785	0.0	1	43.0	43.0	43.0	43.0	0	1	2149	2149	2149	2149	0	1	3447012
Micavibrio aeruginosavorus	2.463254	2.463254	2.463254	2.463254	0.0	1	55.5	55.5	55.5	55.5	0	1	2298	2298	2298	2298	0	1	349221
Carnimonas bestiolae	3.167244	3.274859	3.167432	3.2031783333333337	0.062077349462854266	3	57.0	57.0	57.0	57.0	0.0	3	2795	2923	2796	2838	73.61385739111897	3	3402172
Cernens ardua	2.990251	2.990251	2.990251	2.990251	0.0	1	49.0	49.0	49.0	49.0	0	1	2505	2505	2505	2505	0	1	3402176
Patiriisocius sp.	3.48441	3.48441	3.48441	3.48441	0.0	1	36.0	36.0	36.0	36.0	0	1	3115	3115	3115	3115	0	1	2822396
Streptomyces sp. H49	8.152982	8.152982	8.152982	8.152982	0.0	1	72.0	72.0	72.0	72.0	0	1	7195	7195	7195	7195	0	1	3444117
Ferrigenium straubiae	2.666173	2.666173	2.666173	2.666173	0.0	1	60.0	60.0	60.0	60.0	0	1	2515	2515	2515	2515	0	1	2919506
Arthrobacter arnarulunnguaqae	3.341469	3.341469	3.341469	3.341469	0.0	1	68.5	68.5	68.5	68.5	0	1	3028	3028	3028	3028	0	1	3373084
Massilia sp. CMS3.1	5.379038	5.379038	5.379038	5.379038	0.0	1	63.0	63.0	63.0	63.0	0	1	4744	4744	4744	4744	0	1	3373083
Aeromicrobium sp. CF4.19	3.493804	3.493804	3.493804	3.493804	0.0	1	70.5	70.5	70.5	70.5	0	1	3426	3426	3426	3426	0	1	3373082
Salipaludibacillus sp. CF4.18	5.284812	5.284812	5.284812	5.284812	0.0	1	37.5	37.5	37.5	37.5	0	1	4963	4963	4963	4963	0	1	3373081
Oceanobacillus sp. CF4.6	4.075974	4.075974	4.075974	4.075974	0.0	1	37.5	37.5	37.5	37.5	0	1	3983	3983	3983	3983	0	1	3373080
Nesterenkonia maliinae	3.308813	3.308813	3.308813	3.308813	0.0	1	67.0	67.0	67.0	67.0	0	1	2996	2996	2996	2996	0	1	3373079
Bacillus sp. MFK14	4.111765	4.111765	4.111765	4.111765	0.0	1	43.5	43.5	43.5	43.5	0	1	4101	4101	4101	4101	0	1	3394857
Aeromicrobium sp. CF3.5	3.401413	3.401413	3.401413	3.401413	0.0	1	68.0	68.0	68.0	68.0	0	1	3303	3303	3303	3303	0	1	3373078
Actinotignum lotii	2.18947	2.325582	2.252141	2.2533877088607595	0.027682107679756585	79	62.0	62.0	62.0	62.0	0.0	78	1783	1902	1833.5	1835.3333333333333	27.47734210225452	78	3427275
Actinotignum urematis	2.183827	2.183827	2.183827	2.183827	0.0	1	62.0	62.0	62.0	62.0	0	1	1778	1778	1778	1778	0	1	3427280
Actinotignum inguinis	2.182188	2.22786	2.204762	2.205025	0.019047660976263377	7	62.0	62.0	62.0	62.0	0.0	8	1773	1877	1810.0	1812.5	35.185224171518364	8	3427278
Actinotignum saccati	2.129886	2.29157	2.2030305	2.2128690833333335	0.04372317600957512	36	62.0	62.0	62.0	62.0	0.0	36	1728	1910	1793	1805.3513513513512	44.940835313539495	37	3427276
Actinotignum vesiculae	2.156413	2.202913	2.186243	2.1818563333333336	0.02355832407734755	3	62.0	62.0	62.0	62.0	0.0	3	1759	1798	1769	1775.3333333333333	20.256686138984662	3	3427274
Actinotignum stranguriae	2.12974	2.20415	2.144843	2.1595776666666664	0.039332490721200625	3	61.0	61.0	61.0	61.0	0.0	3	1765	1831	1775	1790.3333333333333	35.5715241918776	3	3427279
Nocardioides proteolyticus	3.919402	3.919402	3.919402	3.919402	0.0	1	72.5	72.5	72.5	72.5	0	1	3736	3736	3736	3736	0	1	3415955
Thauera sp. AutoDN2	3.763858	3.763858	3.763858	3.763858	0.0	1	65.5	65.5	65.5	65.5	0	1	3461	3461	3461	3461	0	1	3416051
Nocardioides ureilyticus	3.985477	3.985477	3.985477	3.985477	0.0	1	73.0	73.0	73.0	73.0	0	1	3830	3830	3830	3830	0	1	3416445
Bacillus sp. 'calajunan'	6.027683	6.027683	6.027683	6.027683	0.0	1	35.0	35.0	35.0	35.0	0	1	5858	5858	5858	5858	0	1	3447457
Microbacterium sp. PMB16	4.121586	4.121586	4.121586	4.121586	0.0	1	68.0	68.0	68.0	68.0	0	1	3872	3872	3872	3872	0	1	3120157
Cellulosimicrobium sp. PMB13	4.60139	4.60139	4.60139	4.60139	0.0	1	73.5	73.5	73.5	73.5	0	1	3979	3979	3979	3979	0	1	3120158
Botryllus schlosseri	495.547953	495.547953	495.547953	495.547953	0.0	1	40.5	40.5	40.5	40.5	0	1	19211	19211	19211	19211	0	1	30301
Methylococcus sp. S2T	3.371847	3.371847	3.371847	3.371847	0.0	1	63.5	63.5	63.5	63.5	0	1	3132	3132	3132	3132	0	1	3438967
Methylococcus sp. S1M	3.372817	3.372817	3.372817	3.372817	0.0	1	63.5	63.5	63.5	63.5	0	1	3137	3137	3137	3137	0	1	3438966
Leucobacter sp. W1153	2.700773	2.731482	2.7161275	2.7161275	0.02171454214345769	2	62.5	63.0	62.75	62.75	0.3535533905932738	2	2445	2489	2467.0	2467	31.11269837220809	2	3439064
Leucobacter sp. W1478	2.601088	2.601088	2.601088	2.601088	0.0	1	62.5	62.5	62.5	62.5	0	1	2308	2308	2308	2308	0	1	3439065
Leucobacter sp. Z1108	2.735272	2.811324	2.773298	2.773298	0.05377688492279931	2	63.5	63.5	63.5	63.5	0.0	2	2522	2589	2555.5	2555.5	47.37615433949868	2	3439066
Dryocola baronae	5.135068	5.135068	5.135068	5.135068	0.0	1	56.0	56.0	56.0	56.0	0	1	4672	4672	4672	4672	0	1	3133273
Pantoea sp. E2023-21	5.07576	5.07576	5.07576	5.07576	0.0	1	54.0	54.0	54.0	54.0	0	1	4551	4551	4551	4551	0	1	3704049
Actinomyces sp. W5033	2.287225	2.287225	2.287225	2.287225	0.0	1	72.0	72.0	72.0	72.0	0	1	1893	1893	1893	1893	0	1	3446479
Cutibacterium sp. V947	2.599391	2.626529	2.61296	2.61296	0.019189463827840526	2	63.0	63.0	63.0	63.0	0.0	2	2269	2276	2272.5	2272.5	4.949747468305833	2	3446480
Cutibacterium sp. V970	2.63829	2.63829	2.63829	2.63829	0.0	1	63.0	63.0	63.0	63.0	0	1	2264	2264	2264	2264	0	1	3446481
Pedomonas sp. V897	3.258833	3.258833	3.258833	3.258833	0.0	1	67.0	67.0	67.0	67.0	0	1	2875	2875	2875	2875	0	1	3446482
Tepidicaulis sp. LMO-SS28	3.59228	3.59228	3.59228	3.59228	0.0	1	61.0	61.0	61.0	61.0	0	1	3408	3408	3408	3408	0	1	3447455
Streptomyces sp. Qhu_M48	8.281248	8.281248	8.281248	8.281248	0.0	1	72.0	72.0	72.0	72.0	0	1	7207	7207	7207	7207	0	1	3435889
Mesorhizobium sp. WSM4083	6.861384	6.861384	6.861384	6.861384	0.0	1	62.5	62.5	62.5	62.5	0	1	6452	6452	6452	6452	0	1	3446363
Psychrobacter sp. DM8	2.955767	2.955767	2.955767	2.955767	0.0	1	45.0	45.0	45.0	45.0	0	1	2472	2472	2472	2472	0	1	3440636
Psychrobacter sp. DM4	2.881716	2.881716	2.881716	2.881716	0.0	1	44.0	44.0	44.0	44.0	0	1	2389	2389	2389	2389	0	1	3440637
Dryocola mayonis	4.267658	4.267658	4.267658	4.267658	0.0	1	56.0	56.0	56.0	56.0	0	1	3365	3365	3365	3365	0	1	3133271
Dryocola sharpae	4.424724	4.424724	4.424724	4.424724	0.0	1	54.5	54.5	54.5	54.5	0	1	4006	4006	4006	4006	0	1	3133272
Paenibacillus salivarius	5.642305	5.642305	5.642305	5.642305	0.0	1	51.0	51.0	51.0	51.0	0	1	5025	5025	5025	5025	0	1	3447013
Mrakia frigida	28.159101	28.159101	28.159101	28.159101	0.0	1	54.5	54.5	54.5	54.5	0	1	9508	9508	9508	9508	0	1	29902
Streptomyces sp. WAC01325	8.102166	8.102166	8.102166	8.102166	0.0	1	71.5	71.5	71.5	71.5	0	1	7064	7064	7064	7064	0	1	3373094
Streptomyces sp. WAC01490	8.102271	8.102271	8.102271	8.102271	0.0	1	71.5	71.5	71.5	71.5	0	1	7068	7068	7068	7068	0	1	3373093
Agelaius phoeniceus	1238.411316	1238.411316	1238.411316	1238.411316	0.0	1	43.5	43.5	43.5	43.5	0	1	17098	17098	17098	17098	0	1	39638
Pantoea sp. C2G6	4.43129	4.43129	4.43129	4.43129	0.0	1	57.0	57.0	57.0	57.0	0	1	3994	3994	3994	3994	0	1	3243084
Pantoea sp. C8B4	4.514256	4.514256	4.514256	4.514256	0.0	1	54.0	54.0	54.0	54.0	0	1	4075	4075	4075	4075	0	1	3243083
Amycolatopsis sp. MEPSY49	10.552965	10.552965	10.552965	10.552965	0.0	1	71.5	71.5	71.5	71.5	0	1	9867	9867	9867	9867	0	1	3151600
Arthrobacter sp. IK3	3.778191	3.778191	3.778191	3.778191	0.0	1	66.0	66.0	66.0	66.0	0	1	3524	3524	3524	3524	0	1	3448169
Stenotrophomonas sp. 6O	4.39532	4.39532	4.39532	4.39532	0.0	1	66.5	66.5	66.5	66.5	0	1	3945	3945	3945	3945	0	1	3448170
Ranitomeya variabilis	5645.589471	5645.589471	5645.589471	5645.589471	0.0	1	45.0	45.0	45.0	45.0	0	1	24270	24270	24270	24270	0	1	490064
Brevibacterium sp. FAM 27836	4.211622	4.211622	4.211622	4.211622	0.0	1	65.0	65.0	65.0	65.0	0	1	3665	3665	3665	3665	0	1	3446693
Natronorubrum halobium	5.622551	5.622551	5.622551	5.622551	0.0	1	62.5	62.5	62.5	62.5	0	1	5370	5370	5370	5370	0	1	3447018
Brevundimonas sp. CEF1	3.729873	3.729873	3.729873	3.729873	0.0	1	67.0	67.0	67.0	67.0	0	1	3647	3647	3647	3647	0	1	3442642
Mycoplasma sp. 480	1.002506	1.002506	1.002506	1.002506	0.0	1	24.5	24.5	24.5	24.5	0	1	808	808	808	808	0	1	3440155
Cytobacillus sp. BC1816	5.343034	5.343034	5.343034	5.343034	0.0	1	41.5	41.5	41.5	41.5	0	1	5154	5154	5154	5154	0	1	3440154
Chitinophaga sp. ARDCPP14	7.967945	7.967945	7.967945	7.967945	0.0	1	47.0	47.0	47.0	47.0	0	1	6240	6240	6240	6240	0	1	3391139
Actinokineospora sp. HUAS TT18	7.485706	7.485706	7.485706	7.485706	0.0	1	70.0	70.0	70.0	70.0	0	1	6801	6801	6801	6801	0	1	3447451
Microbacterium sp. I2	4.277946	4.277946	4.277946	4.277946	0.0	1	69.5	69.5	69.5	69.5	0	1	3868	3868	3868	3868	0	1	3391826
Microbacterium sp. K2	3.69756	3.69756	3.69756	3.69756	0.0	1	68.0	68.0	68.0	68.0	0	1	3534	3534	3534	3534	0	1	3391827
Arthrobacter sp. R4	4.783584	4.783584	4.783584	4.783584	0.0	1	64.0	64.0	64.0	64.0	0	1	4370	4370	4370	4370	0	1	644417
Sorangium sp. So ce1036	11.42968	11.42968	11.42968	11.42968	0.0	1	72.5	72.5	72.5	72.5	0	1	8341	8341	8341	8341	0	1	3133328
Sorangium sp. So ce1024	12.515521	12.515521	12.515521	12.515521	0.0	1	72.5	72.5	72.5	72.5	0	1	9306	9306	9306	9306	0	1	3133327
Sorangium sp. So ce136	13.918416	13.918416	13.918416	13.918416	0.0	1	71.5	71.5	71.5	71.5	0	1	10251	10251	10251	10251	0	1	3133284
Rothia sp. HC945	2.802214	2.802214	2.802214	2.802214	0.0	1	64.0	64.0	64.0	64.0	0	1	2396	2396	2396	2396	0	1	3171170
Fusobacterium sp. HC1336	2.318507	2.318507	2.318507	2.318507	0.0	1	29.5	29.5	29.5	29.5	0	1	2188	2188	2188	2188	0	1	3171169
Flavobacterium sp. 3HN19-14	3.841254	3.841254	3.841254	3.841254	0.0	1	41.0	41.0	41.0	41.0	0	1	3405	3405	3405	3405	0	1	3448133
Amycolatopsis sp. w19	8.552806	8.552806	8.552806	8.552806	0.0	1	69.0	69.0	69.0	69.0	0	1	7908	7908	7908	7908	0	1	3448134
Kitasatospora sp. HPM-01-4	9.459627	9.459627	9.459627	9.459627	0.0	1	72.0	72.0	72.0	72.0	0	1	7816	7816	7816	7816	0	1	3448443
Aeromonas molluscorum	4.377737	4.431076	4.4044065	4.4044065	0.03771636860170925	2	59.0	59.5	59.25	59.25	0.3535533905932738	2	3951	3993	3972.0	3972	29.698484809834994	2	271417
Ekhidna algicida	3.96735	3.96735	3.96735	3.96735	0.0	1	40.5	40.5	40.5	40.5	0	1	3561	3561	3561	3561	0	1	3395267
Actinoplanes sp. HUAS TT8	11.596698	11.596698	11.596698	11.596698	0.0	1	70.5	70.5	70.5	70.5	0	1	10163	10163	10163	10163	0	1	3447453
Janthinobacterium amylolyticum	6.240354	6.240354	6.240354	6.240354	0.0	1	63.0	63.0	63.0	63.0	0	1	5509	5509	5509	5509	0	1	3424188
Janthinobacterium lyxosi	6.276853	6.276853	6.276853	6.276853	0.0	1	62.0	62.0	62.0	62.0	0	1	5658	5658	5658	5658	0	1	3424189
Janthinobacterium goodfellowi	6.241095	6.241095	6.241095	6.241095	0.0	1	63.0	63.0	63.0	63.0	0	1	5560	5560	5560	5560	0	1	3424190
Janthinobacterium kochi	6.062129	6.062129	6.062129	6.062129	0.0	1	62.0	62.0	62.0	62.0	0	1	5360	5360	5360	5360	0	1	3424191
Janthinobacterium glycogeni	6.034684	6.034684	6.034684	6.034684	0.0	1	63.5	63.5	63.5	63.5	0	1	5384	5384	5384	5384	0	1	3424192
Janthinobacterium longum	5.396144	5.396144	5.396144	5.396144	0.0	1	61.5	61.5	61.5	61.5	0	1	4815	4815	4815	4815	0	1	3424193
Janthinobacterium pasteuri	5.682338	5.682338	5.682338	5.682338	0.0	1	62.0	62.0	62.0	62.0	0	1	5048	5048	5048	5048	0	1	3424195
