Species	Min	Max	Median	Mean	StDev	Assembly_count	GC_Min	GC_Max	GC_Median	GC_Mean	GC_Stdev	GC_count	CDS_Min	CDS_Max	CDS_Median	CDS_Mean	CDS_Stdev	CDS_count	Consensus_TAXID
Peptostreptococcus sp. MV1	1.981689	1.981689	1.981689	1.981689	0.0	1	36.5	36.5	36.5	36.5	0	1	1748	1748	1748	1748	0	1	1219626
Prevotella sp. S7-1-8	2.838933	2.838933	2.838933	2.838933	0.0	1	48.5	48.5	48.5	48.5	0	1	2332	2332	2332	2332	0	1	1284775
Lancefieldella parvula DNF00906	1.527867	1.527867	1.527867	1.527867	0.0	1	48.5	48.5	48.5	48.5	0	1	1301	1301	1301	1301	0	1	1287474
Corynebacterium freneyi DNF00450	3.042317	3.042317	3.042317	3.042317	0.0	1	69.0	69.0	69.0	69.0	0	1	2591	2591	2591	2591	0	1	1287475
Pseudoglutamicibacter albus DNF00011	2.476648	2.476648	2.476648	2.476648	0.0	1	60.0	60.0	60.0	60.0	0	1	2096	2096	2096	2096	0	1	1401063
Rhodococcoides fascians	5.103105	5.9722	5.458731	5.519860259259259	0.277232894732735	27	64.5	64.5	64.5	64.5	0.0	27	4781	5602	5066	5138.185185185185	271.6752921917346	27	1828
Phaeodactylibacter xiamenensis	7.868778	8.054288	7.873182	7.932082666666667	0.10585582849013717	3	51.0	51.0	51.0	51.0	0.0	4	5933	6109	5990	6010.666666666667	89.80163324424191	3	1524460
Prevotella bivia DNF00188	2.527024	2.527024	2.527024	2.527024	0.0	1	40.0	40.0	40.0	40.0	0	1	2128	2128	2128	2128	0	1	1287476
Corynebacterium tuscaniense DNF00037	2.22778	2.22778	2.22778	2.22778	0.0	1	59.5	59.5	59.5	59.5	0	1	2056	2056	2056	2056	0	1	1401064
Oligella urethralis DNF00040	2.492199	2.492199	2.492199	2.492199	0.0	1	46.0	46.0	46.0	46.0	0	1	2296	2296	2296	2296	0	1	1401065
Prevotella histicola JCM 15637 = DNF00424	3.059956	3.059956	3.059956	3.059956	0.0	1	41.0	41.0	41.0	41.0	0	1	2428	2428	2428	2428	0	1	1236504
Staphylococcus haemolyticus DNF00585	2.357406	2.357406	2.357406	2.357406	0.0	1	32.5	32.5	32.5	32.5	0	1	2255	2255	2255	2255	0	1	1401071
Prevotella bivia DNF00650	2.408181	2.408181	2.408181	2.408181	0.0	1	39.5	39.5	39.5	39.5	0	1	2030	2030	2030	2030	0	1	1401072
Hoylesella buccalis DNF00853	2.954213	2.954213	2.954213	2.954213	0.0	1	45.5	45.5	45.5	45.5	0	1	2313	2313	2313	2313	0	1	1401074
Prevotella denticola DNF00960	3.050207	3.050207	3.050207	3.050207	0.0	1	50.0	50.0	50.0	50.0	0	1	2360	2360	2360	2360	0	1	1401077
Prevotella disiens DNF00882	2.832207	2.832207	2.832207	2.832207	0.0	1	40.0	40.0	40.0	40.0	0	1	2434	2434	2434	2434	0	1	1401075
Prevotella bivia DNF00320	2.584224	2.584224	2.584224	2.584224	0.0	1	40.0	40.0	40.0	40.0	0	1	2190	2190	2190	2190	0	1	1401068
Hoylesella buccalis DNF00985	2.75648	2.75648	2.75648	2.75648	0.0	1	45.5	45.5	45.5	45.5	0	1	2131	2131	2131	2131	0	1	1401078
Veillonella montpellierensis DNF00314	1.976838	1.976838	1.976838	1.976838	0.0	1	37.0	37.0	37.0	37.0	0	1	1706	1706	1706	1706	0	1	1401067
Prevotella melaninogenica DNF00666	2.976254	2.976254	2.976254	2.976254	0.0	1	41.5	41.5	41.5	41.5	0	1	2267	2267	2267	2267	0	1	1401073
Prevotella amnii DNF00058	2.450252	2.450252	2.450252	2.450252	0.0	1	36.5	36.5	36.5	36.5	0	1	2072	2072	2072	2072	0	1	1401066
Litchfieldella xinjiangensis	3.786651	3.786651	3.786651	3.786651	0.0	1	60.5	60.5	60.5	60.5	0	1	3453	3453	3453	3453	0	1	1166948
Metamycoplasma hominis	0.633286	0.780024	0.710473	0.704344898089172	0.03061971012904896	157	27.0	27.0	27.0	27.0	0.0	147	528	634	586.0	581.1794871794872	21.38208088472974	156	2098
Hoeflea sp. BAL378	5.483543	5.483543	5.483543	5.483543	0.0	1	65.5	65.5	65.5	65.5	0	1	5179	5179	5179	5179	0	1	1547437
Pseudomonas lutea	5.421602	5.760407	5.675585	5.63329475	0.14846564864276404	4	60.0	60.0	60.0	60.0	0.0	3	4827	4960	4877.5	4885.5	61.862751312886175	4	243924
Pantoea rwandensis	4.327607	5.775402	5.0515045	5.0515045	1.0237456622679777	2	52.5	54.0	53.25	53.25	1.0606601717798212	2	3890	5085	4487.5	4487.5	844.9926035179243	2	1076550
Campylobacter fetus subsp. fetus 04/554	1.826626	1.826626	1.826626	1.826626	0.0	1	33.0	33.0	33.0	33.0	0	1	1809	1809	1809	1809	0	1	1240980
Campylobacter fetus subsp. venerealis 97/608	2.000424	2.000424	2.000424	2.000424	0.0	1	33.0	33.0	33.0	33.0	0	1	2008	2008	2008	2008	0	1	1093099
Pseudomonas cremoricolorata	4.780403	4.780403	4.780403	4.780403	0.0	1	63.0	63.0	63.0	63.0	0	1	4208	4208	4208	4208	0	1	157783
Lactococcus lactis	2.208218	2.969199	2.555576	2.565626854961832	0.14737710272653687	393	35.0	35.0	35.0	35.0	0.0	341	2032	2881	2465.5	2467.1852791878173	159.46174950043238	394	1358
Neobacillus niacini	5.204858	6.372252	5.646324	5.679711666666667	0.35862833181037895	15	38.0	39.0	38.0	38.214285714285715	0.323103086329432	14	5005	5940	5351	5431.133333333333	282.34524627703246	15	86668
Mycobacterium kyorinense	5.30298	5.606671	5.355645	5.421765333333333	0.1622836397494625	3	67.0	67.0	67.0	67.0	0.0	3	4464	5383	4995.5	4959.5	380.9098756048908	4	487514
Demequina mangrovi	2.968736	2.973201	2.9709685	2.9709685	0.0031572317779979347	2	72.0	72.0	72.0	72.0	0.0	2	2738	2747	2742.5	2742.5	6.363961030678928	2	1043493
Citrobacter werkmanii NBRC 105721	4.947997	4.947997	4.947997	4.947997	0.0	1	52.0	52.0	52.0	52.0	0	1	4614	4614	4614	4614	0	1	1114921
Escherichia albertii NBRC 107761 = DSM 17582	4.422416	4.745605	4.5840105	4.5840105	0.2285291335048991	2	50.0	50.0	50.0	50.0	0.0	2	4071	4277	4174.0	4174	145.6639969244288	2	1115511
Pseudescherichia vulneris NBRC 102420	4.374581	4.374581	4.374581	4.374581	0.0	1	56.5	56.5	56.5	56.5	0	1	4125	4125	4125	4125	0	1	1115515
Citrobacter rodentium NBRC 105723 = DSM 16636	5.186777	5.381137	5.245589	5.271167666666667	0.09967273218555481	3	54.5	54.5	54.5	54.5	0.0	3	4699	4803	4791	4764.333333333333	56.89756878227165	3	1218085
Citrobacter sedlakii NBRC 105722	4.631466	4.631466	4.631466	4.631466	0.0	1	54.5	54.5	54.5	54.5	0	1	4258	4258	4258	4258	0	1	1218086
Prochlorococcus marinus str. MIT 9107	1.699808	1.699937	1.6998725	1.6998725	9.121677477306462e-05	2	31.0	31.0	31.0	31.0	0.0	2	1877	1887	1882.0	1882	7.0710678118654755	2	59921
Prochlorococcus marinus str. MIT 9116	1.685398	1.685398	1.685398	1.685398	0.0	1	31.0	31.0	31.0	31.0	0	1	1872	1872	1872	1872	0	1	167544
Prochlorococcus marinus str. EQPAC1	1.654739	1.654739	1.654739	1.654739	0.0	1	31.0	31.0	31.0	31.0	0	1	1874	1874	1874	1874	0	1	190047
Prochlorococcus marinus str. GP2	1.62431	1.627281	1.6257955	1.6257955	0.0021008142469052327	2	31.0	31.0	31.0	31.0	0.0	2	1804	1808	1806.0	1806	2.8284271247461903	2	59925
Prochlorococcus marinus str. MIT 9123	1.697748	1.697748	1.697748	1.697748	0.0	1	31.0	31.0	31.0	31.0	0	1	1900	1900	1900	1900	0	1	167545
Prochlorococcus marinus str. MIT 9201	1.672416	1.68588	1.679148	1.679148	0.009520485701895676	2	31.5	31.5	31.5	31.5	0.0	2	1877	1894	1885.5	1885.5	12.020815280171307	2	93057
Prochlorococcus marinus str. MIT 9302	1.743611	1.745343	1.744477	1.744477	0.0012247089450151004	2	31.0	31.0	31.0	31.0	0.0	2	1919	1926	1922.5	1922.5	4.949747468305833	2	74545
Acinetobacter tjernbergiae	3.666765	3.666765	3.666765	3.666765	0.0	1	38.5	38.5	38.5	38.5	0	1	3362	3362	3362	3362	0	1	202955
Prochlorococcus marinus str. MIT 9311	1.711064	1.711064	1.711064	1.711064	0.0	1	31.0	31.0	31.0	31.0	0	1	1895	1895	1895	1895	0	1	167547
Prochlorococcus marinus str. MIT 9314	1.690556	1.690556	1.690556	1.690556	0.0	1	31.0	31.0	31.0	31.0	0	1	1895	1895	1895	1895	0	1	167548
Prochlorococcus marinus str. MIT 9321	1.658664	1.658664	1.658664	1.658664	0.0	1	31.0	31.0	31.0	31.0	0	1	1868	1868	1868	1868	0	1	167549
Prochlorococcus marinus str. MIT 9322	1.65755	1.65755	1.65755	1.65755	0.0	1	31.0	31.0	31.0	31.0	0	1	1864	1864	1864	1864	0	1	167550
Prochlorococcus marinus str. MIT 9401	1.666808	1.666808	1.666808	1.666808	0.0	1	31.0	31.0	31.0	31.0	0	1	1878	1878	1878	1878	0	1	167551
Prochlorococcus marinus str. SB	1.669823	1.674013	1.671918	1.671918	0.0029627774131716343	2	31.5	31.5	31.5	31.5	0.0	2	1834	1839	1836.5	1836.5	3.5355339059327378	2	59926
Prochlorococcus marinus str. LG	1.75194	1.754063	1.7530015	1.7530015	0.0015011876964590404	2	36.5	36.5	36.5	36.5	0.0	2	1860	1870	1865.0	1865	7.0710678118654755	2	167556
Prochlorococcus sp. MIT 0601	1.707342	1.752272	1.729807	1.729807	0.03177030767871158	2	36.5	37.0	36.75	36.75	0.3535533905932738	2	1807	1856	1831.5	1831.5	34.64823227814083	2	1499498
Prochlorococcus sp. MIT 0602	1.750918	1.752272	1.751595	1.751595	0.0009574225817265854	2	36.5	36.5	36.5	36.5	0.0	2	1849	1849	1849.0	1849	0.0	2	1499499
Prochlorococcus sp. MIT 0603	1.752272	1.752482	1.752377	1.752377	0.000148492424049175	2	36.5	36.5	36.5	36.5	0.0	2	1856	1857	1856.5	1856.5	0.7071067811865476	2	1499500
Prochlorococcus marinus str. PAC1	1.841163	1.927571	1.884367	1.884367	0.061099682748767196	2	35.0	35.5	35.25	35.25	0.3535533905932738	2	2119	2138	2128.5	2128.5	13.435028842544403	2	59924
Prochlorococcus marinus str. SS2	1.751709	1.752772	1.7522405	1.7522405	0.0007516545084013	2	36.5	36.5	36.5	36.5	0.0	2	1858	1859	1858.5	1858.5	0.7071067811865476	2	167552
Prochlorococcus marinus str. SS35	1.751015	1.751899	1.751457	1.751457	0.000625082394568908	2	36.5	36.5	36.5	36.5	0.0	2	1857	1861	1859.0	1859	2.8284271247461903	2	167553
Prochlorococcus sp. MIT 0701	2.592571	2.709388	2.6509795	2.6509795	0.08260209285786892	2	50.5	50.5	50.5	50.5	0.0	2	2519	2572	2545.5	2545.5	37.476659402887016	2	1499502
Prochlorococcus sp. MIT 0702	2.583057	2.716616	2.6498365	2.6498365	0.09444047458849411	2	50.5	50.5	50.5	50.5	0.0	2	2508	2583	2545.5	2545.5	53.033008588991066	2	1499503
Prochlorococcus sp. MIT 0703	2.575057	2.699779	2.637418	2.637418	0.08819177196314858	2	50.5	50.5	50.5	50.5	0.0	2	2516	2528	2522.0	2522	8.48528137423857	2	1499504
Prochlorococcus marinus str. SS51	1.627281	1.746977	1.687129	1.687129	0.08463785328090499	2	31.0	36.5	33.75	33.75	3.8890872965260113	2	1801	1870	1835.5	1835.5	48.79036790187178	2	167554
Prochlorococcus sp. SS52	1.752106	1.754053	1.7530795	1.7530795	0.001376736902970208	2	36.5	36.5	36.5	36.5	0.0	2	1855	1875	1865.0	1865	14.142135623730951	2	1499501
Mitosporidium daphniae	5.635072	5.635072	5.635072	5.635072	0.0	1	43.0	43.0	43.0	43.0	0	1	3291	3291	3291	3291	0	1	1485682
Acinetobacter tandoii	3.197174	3.577791	3.485235	3.4439308333333334	0.15419191457066309	6	40.0	40.5	40.25	40.25	0.27386127875258304	6	2963	3307	3204.0	3180	137.57325321442391	6	202954
Acinetobacter towneri	2.587514	3.184256	2.82675	2.833145736111111	0.1179708973180588	72	40.5	41.5	41.5	41.28666666666667	0.26218073678044834	75	2384	2785	2590	2583.3098591549297	93.56778926063572	71	202956
Acinetobacter soli	3.216908	3.91083	3.485013	3.535500182481752	0.17419373374481387	137	42.5	43.0	43.0	42.81071428571428	0.24338631062023158	140	2910	3618	3184	3227.5547445255474	162.23412274839595	137	487316
Lactobacillus sp. wkB10	2.084639	2.084639	2.084639	2.084639	0.0	1	35.5	35.5	35.5	35.5	0	1	1911	1911	1911	1911	0	1	1545701
Flavonifractor plautii 1_3_50AFAA	4.383642	4.383642	4.383642	4.383642	0.0	1	60.5	60.5	60.5	60.5	0	1	4178	4178	4178	4178	0	1	742738
Rhodococcoides fascians A3b	6.032816	6.032816	6.032816	6.032816	0.0	1	64.5	64.5	64.5	64.5	0	1	5679	5679	5679	5679	0	1	1443895
Rhodococcoides fascians 04-516	5.816431	5.816431	5.816431	5.816431	0.0	1	64.5	64.5	64.5	64.5	0	1	5423	5423	5423	5423	0	1	1443890
Tolypothrix bouteillei VB521301	9.949079	9.949079	9.949079	9.949079	0.0	1	41.5	41.5	41.5	41.5	0	1	7938	7938	7938	7938	0	1	1479485
Rhodococcoides fascians A44A	5.947044	5.947044	5.947044	5.947044	0.0	1	64.5	64.5	64.5	64.5	0	1	5504	5504	5504	5504	0	1	1051662
Rhodococcoides fascians A73a	5.931752	5.931752	5.931752	5.931752	0.0	1	64.5	64.5	64.5	64.5	0	1	5428	5428	5428	5428	0	1	1443896
Rhodococcoides fascians A78	5.999501	5.999501	5.999501	5.999501	0.0	1	64.5	64.5	64.5	64.5	0	1	5612	5612	5612	5612	0	1	1443898
Rhodococcoides fascians GIC26	5.334854	5.334854	5.334854	5.334854	0.0	1	64.5	64.5	64.5	64.5	0	1	4927	4927	4927	4927	0	1	1443899
Rhodococcoides fascians GIC36	5.558171	5.558171	5.558171	5.558171	0.0	1	64.5	64.5	64.5	64.5	0	1	5178	5178	5178	5178	0	1	1443900
Rhodococcoides fascians 02-815	6.238839	6.238839	6.238839	6.238839	0.0	1	64.5	64.5	64.5	64.5	0	1	5765	5765	5765	5765	0	1	1443888
Rhodococcoides fascians 02-816c	6.084136	6.084136	6.084136	6.084136	0.0	1	64.5	64.5	64.5	64.5	0	1	5788	5788	5788	5788	0	1	1443889
Rhodococcoides fascians 05-561-1	5.607439	5.607439	5.607439	5.607439	0.0	1	64.5	64.5	64.5	64.5	0	1	5260	5260	5260	5260	0	1	1443892
Rhodococcoides fascians 05-339-1	5.725936	5.725936	5.725936	5.725936	0.0	1	65.0	65.0	65.0	65.0	0	1	5414	5414	5414	5414	0	1	1443891
Rhodococcoides fascians A21d2	6.0098	6.0098	6.0098	6.0098	0.0	1	64.0	64.0	64.0	64.0	0	1	5578	5578	5578	5578	0	1	1443893
Rhodococcoides fascians A25f	5.894616	5.894616	5.894616	5.894616	0.0	1	64.0	64.0	64.0	64.0	0	1	5495	5495	5495	5495	0	1	1443894
Rhodococcoides fascians A76	6.027849	6.027849	6.027849	6.027849	0.0	1	64.5	64.5	64.5	64.5	0	1	5664	5664	5664	5664	0	1	1443897
Rhodococcoides fascians D188	5.43575	5.50211	5.46893	5.46893	0.04692360599953929	2	64.5	64.5	64.5	64.5	0.0	2	5042	5073	5057.5	5057.5	21.920310216782973	2	1051973
Rhodococcoides fascians LMG 3602	5.364048	5.364048	5.364048	5.364048	0.0	1	64.5	64.5	64.5	64.5	0	1	5055	5055	5055	5055	0	1	1443901
Rhodococcoides fascians LMG 3605	5.443363	5.443363	5.443363	5.443363	0.0	1	64.5	64.5	64.5	64.5	0	1	5059	5059	5059	5059	0	1	1443902
Rhodococcoides fascians LMG 3616	5.758323	5.758323	5.758323	5.758323	0.0	1	64.5	64.5	64.5	64.5	0	1	5388	5388	5388	5388	0	1	1443903
Rhodococcoides fascians NBRC 12155 = LMG 3623	5.773359	5.774792	5.7740755	5.7740755	0.0010132840174403226	2	64.5	64.5	64.5	64.5	0.0	2	5340	5342	5341.0	5341	1.4142135623730951	2	1219015
Rhodococcoides fascians LMG 3625	5.936761	5.936761	5.936761	5.936761	0.0	1	64.0	64.0	64.0	64.0	0	1	5688	5688	5688	5688	0	1	1443905
Caloranaerobacter azorensis H53214	2.233141	2.423898	2.3285195	2.3285195	0.13488556825880224	2	29.5	29.5	29.5	29.5	0.0	2	2181	2378	2279.5	2279.5	139.30003589374985	2	1156417
Lactobacillus sp. wkB8	1.932531	1.932531	1.932531	1.932531	0.0	1	36.5	36.5	36.5	36.5	0	1	1730	1730	1730	1730	0	1	1545702
Pseudomonas rhizosphaerae	4.634222	4.688635	4.634222	4.652359666666667	0.03141536019741511	3	62.0	62.0	62.0	62.0	0.0	4	4062	4076	4076	4071.3333333333335	8.082903768654761	3	216142
Pseudomonas chlororaphis subsp. aurantiaca	6.575532	7.109866	6.861331	6.85343652173913	0.1595414957002123	23	63.0	63.0	63.0	63.0	0.0	20	5800	6307	6067	6064.434782608696	148.28284584381802	23	86192
Streptomyces glaucescens	7.567045	8.916028	8.426988	8.205572	0.5792574980705903	7	72.0	73.0	72.0	72.42857142857143	0.5345224838248488	7	6462	7625	7509	7131.428571428572	579.5727901201186	7	1907
Oleiagrimonas soli	3.373182	3.379958	3.37657	3.37657	0.004791355549320046	2	66.5	66.5	66.5	66.5	0.0	2	2991	2999	2995.0	2995	5.656854249492381	2	1543381
Chromohalobacter israelensis	3.519495	3.809067	3.6071375	3.6208466666666665	0.07565600143062405	18	64.0	64.0	64.0	64.0	0.0	16	3225	3411	3295.5	3313.277777777778	54.87505117838219	18	141390
Modestobacter caceresii	4.953652	4.953652	4.953652	4.953652	0.0	1	73.5	73.5	73.5	73.5	0	1	4687	4687	4687	4687	0	1	1522368
Pseudomonas sp. ML96	4.796777	4.796777	4.796777	4.796777	0.0	1	65.0	65.0	65.0	65.0	0	1	4516	4516	4516	4516	0	1	1523503
Oenococcus oeni IOEB_0502	1.82227	1.82227	1.82227	1.82227	0.0	1	38.0	38.0	38.0	38.0	0	1	1754	1754	1754	1754	0	1	1428412
Oenococcus oeni IOEB_0607	1.815356	1.815356	1.815356	1.815356	0.0	1	38.0	38.0	38.0	38.0	0	1	1734	1734	1734	1734	0	1	1428413
Oenococcus oeni IOEB_8417	1.842137	1.842137	1.842137	1.842137	0.0	1	38.0	38.0	38.0	38.0	0	1	1787	1787	1787	1787	0	1	1428416
Oenococcus oeni IOEB_9517	1.743782	1.743782	1.743782	1.743782	0.0	1	38.0	38.0	38.0	38.0	0	1	1667	1667	1667	1667	0	1	1428418
Oenococcus oeni IOEB_9803	1.833906	1.833906	1.833906	1.833906	0.0	1	38.0	38.0	38.0	38.0	0	1	1773	1773	1773	1773	0	1	1428419
Oenococcus oeni IOEB_9805	1.843445	1.843445	1.843445	1.843445	0.0	1	38.0	38.0	38.0	38.0	0	1	1778	1778	1778	1778	0	1	1428420
Oenococcus oeni IOEB_S277	1.741397	1.741397	1.741397	1.741397	0.0	1	38.0	38.0	38.0	38.0	0	1	1638	1638	1638	1638	0	1	1428431
Oenococcus oeni S13	1.814452	1.814452	1.814452	1.814452	0.0	1	38.0	38.0	38.0	38.0	0	1	1743	1743	1743	1743	0	1	1428437
Oenococcus oeni S25	1.741301	1.741301	1.741301	1.741301	0.0	1	38.0	38.0	38.0	38.0	0	1	1641	1641	1641	1641	0	1	1428444
Oenococcus oeni IOEB_B10	1.779079	1.779079	1.779079	1.779079	0.0	1	38.0	38.0	38.0	38.0	0	1	1718	1718	1718	1718	0	1	1428421
Oenococcus oeni IOEB_CiNe	1.790871	1.790871	1.790871	1.790871	0.0	1	38.0	38.0	38.0	38.0	0	1	1692	1692	1692	1692	0	1	1428426
Oenococcus oeni S11	1.833247	1.833247	1.833247	1.833247	0.0	1	38.0	38.0	38.0	38.0	0	1	1775	1775	1775	1775	0	1	1428435
Oenococcus oeni IOEB_C23	1.837655	1.837655	1.837655	1.837655	0.0	1	38.0	38.0	38.0	38.0	0	1	1763	1763	1763	1763	0	1	1428423
Oenococcus oeni IOEB_L65_2	1.776569	1.776569	1.776569	1.776569	0.0	1	38.0	38.0	38.0	38.0	0	1	1712	1712	1712	1712	0	1	1428430
Oenococcus oeni S14	1.731907	1.731907	1.731907	1.731907	0.0	1	38.0	38.0	38.0	38.0	0	1	1648	1648	1648	1648	0	1	1428438
Oenococcus oeni IOEB_C28	1.804864	1.804864	1.804864	1.804864	0.0	1	38.0	38.0	38.0	38.0	0	1	1725	1725	1725	1725	0	1	1428424
Oenococcus oeni IOEB_L40_4	1.731377	1.731377	1.731377	1.731377	0.0	1	38.0	38.0	38.0	38.0	0	1	1657	1657	1657	1657	0	1	1428429
Oenococcus oeni IOEB_S436a	1.764184	1.764184	1.764184	1.764184	0.0	1	38.0	38.0	38.0	38.0	0	1	1698	1698	1698	1698	0	1	1428432
Oenococcus oeni IOEB_C52	1.903774	1.903774	1.903774	1.903774	0.0	1	37.5	37.5	37.5	37.5	0	1	1842	1842	1842	1842	0	1	1428425
Oenococcus oeni IOEB_1491	1.772571	1.772571	1.772571	1.772571	0.0	1	38.0	38.0	38.0	38.0	0	1	1708	1708	1708	1708	0	1	1428415
Oenococcus oeni S19	1.810386	1.810386	1.810386	1.810386	0.0	1	38.0	38.0	38.0	38.0	0	1	1770	1770	1770	1770	0	1	1428441
Oenococcus oeni IOEB_VF	1.782542	1.782542	1.782542	1.782542	0.0	1	38.0	38.0	38.0	38.0	0	1	1724	1724	1724	1724	0	1	1428434
Oenococcus oeni IOEB_L18_3	1.735746	1.735746	1.735746	1.735746	0.0	1	38.0	38.0	38.0	38.0	0	1	1670	1670	1670	1670	0	1	1428427
Oenococcus oeni IOEB_L26_1	1.794099	1.794099	1.794099	1.794099	0.0	1	38.0	38.0	38.0	38.0	0	1	1700	1700	1700	1700	0	1	1428428
Oenococcus oeni IOEB_S450	1.76212	1.76212	1.76212	1.76212	0.0	1	38.0	38.0	38.0	38.0	0	1	1688	1688	1688	1688	0	1	1428433
Oenococcus oeni S12	1.813617	1.813617	1.813617	1.813617	0.0	1	38.0	38.0	38.0	38.0	0	1	1736	1736	1736	1736	0	1	1428436
Oenococcus oeni S15	1.740731	1.740731	1.740731	1.740731	0.0	1	38.0	38.0	38.0	38.0	0	1	1669	1669	1669	1669	0	1	1428439
Oenococcus oeni S23	1.805457	1.805457	1.805457	1.805457	0.0	1	38.0	38.0	38.0	38.0	0	1	1744	1744	1744	1744	0	1	1428443
Oenococcus oeni S161	1.789533	1.789533	1.789533	1.789533	0.0	1	38.0	38.0	38.0	38.0	0	1	1724	1724	1724	1724	0	1	1428440
Methanobacterium formicicum	2.125965	2.49451	2.393109	2.343242	0.1242244822392108	11	41.5	41.5	41.5	41.5	0.0	9	2300	2416	2381.5	2358.7	46.033924688453645	10	2162
Clostridium tetani	2.729538	2.953778	2.838885	2.850987320754717	0.049477534388685934	53	28.5	28.5	28.5	28.5	0.0	50	2599	2918	2723	2740.6792452830186	65.12673254299759	53	1513
Clostridium tetani ATCC 9441	2.800144	2.800144	2.800144	2.800144	0.0	1	28.5	28.5	28.5	28.5	0	1	2687	2687	2687	2687	0	1	1172203
Hoylesella timonensis S9-PR14	3.291905	3.291905	3.291905	3.291905	0.0	1	42.5	42.5	42.5	42.5	0	1	2551	2551	2551	2551	0	1	1401062
Helicobacter japonicus	1.773982	1.913544	1.848239	1.8497888295454545	0.02739368437416371	88	36.0	36.0	36.0	36.0	0.0	95	1768	1889	1827	1828.247191011236	26.283109378664225	89	425400
Campylobacter sp. MIT 97-5078	1.719764	2.455166	2.087465	2.087465	0.5200077410981494	2	34.0	34.0	34.0	34.0	0.0	2	1701	2454	2077.5	2077.5	532.4514062334703	2	1548153
Prevotella sp. S7 MS 2	2.797873	2.797873	2.797873	2.797873	0.0	1	44.0	44.0	44.0	44.0	0	1	2270	2270	2270	2270	0	1	1287488
Helicobacter saguini	2.751696	2.752884	2.752353	2.752311	0.0005951125943886585	3	35.0	35.0	35.0	35.0	0.0	5	2424	2439	2431.0	2431.25	6.18465843842649	4	1548018
Helicobacter sp. MIT 03-1614	1.938259	1.938259	1.938259	1.938259	0.0	1	36.0	36.0	36.0	36.0	0	1	1948	1948	1948	1948	0	1	1548147
Lactiplantibacillus plantarum CMPG5300	3.507828	3.507828	3.507828	3.507828	0.0	1	44.0	44.0	44.0	44.0	0	1	3226	3226	3226	3226	0	1	1304889
Enterobacter sp. UCD-UG_FMILLET	4.801411	4.801411	4.801411	4.801411	0.0	1	56.0	56.0	56.0	56.0	0	1	4435	4435	4435	4435	0	1	1542468
Eggerthella lenta 1_1_60AFAA	3.748291	3.748291	3.748291	3.748291	0.0	1	64.0	64.0	64.0	64.0	0	1	3209	3209	3209	3209	0	1	742768
Collinsella sp. 4_8_47FAA	2.279369	2.279369	2.279369	2.279369	0.0	1	60.0	60.0	60.0	60.0	0	1	1972	1972	1972	1972	0	1	742722
Actinopolyspora erythraea	5.24393	5.359899	5.3019145	5.3019145	0.08200246630742272	2	69.0	69.0	69.0	69.0	0.0	2	4535	4705	4620.0	4620	120.20815280171308	2	414996
Helicobacter jaachi	1.90465	1.90465	1.90465	1.90465	0.0	1	41.0	41.0	41.0	41.0	0	1	1858	1858	1858	1858	0	1	1677920
Megasphaera elsdenii	2.224501	2.697374	2.412916	2.4077415869565217	0.10738002732136323	46	53.0	53.5	53.0	53.13414634146341	0.2242874897286527	41	2017	2538	2189	2218.1063829787236	119.34936550031759	47	907
Pseudomonas sp. H2	5.790406	5.843521	5.8169635	5.8169635	0.03755797668272347	2	62.5	62.5	62.5	62.5	0.0	2	5107	5188	5147.5	5147.5	57.27564927611035	2	658612
Thalassospira australica	4.270334	4.548855	4.4095945	4.4095945	0.1969440878028584	2	53.5	55.0	54.25	54.25	1.0606601717798212	2	3856	4151	4003.5	4003.5	208.59650045003153	2	1528106
Thermoactinomyces daqus	3.441572	3.458374	3.449973	3.449973	0.011880808137496372	2	49.0	49.0	49.0	49.0	0.0	2	3488	3495	3491.5	3491.5	4.949747468305833	2	1329516
Rhodococcus sp. p52	5.413283	5.413283	5.413283	5.413283	0.0	1	68.0	68.0	68.0	68.0	0	1	4919	4919	4919	4919	0	1	935199
Microbacterium profundi	3.517523	3.637709	3.520666	3.5586326666666666	0.06850014220666505	3	66.5	66.5	66.5	66.5	0.0	4	3193	3490	3316.5	3329	122.75992831539125	4	450380
Leptolyngbya sp. KIOST-1	6.320123	6.320123	6.320123	6.320123	0.0	1	59.5	59.5	59.5	59.5	0	1	5674	5674	5674	5674	0	1	1229172
Listeria ivanovii subsp. londoniensis	2.972769	3.077991	3.0108125	3.017153125	0.0371361739987826	8	37.0	37.0	37.0	37.0	0.0	8	2790	2955	2858.5	2864	52.38320341483518	8	202752
Listeria ivanovii subsp. ivanovii	2.868366	2.928039	2.901785	2.9022496666666666	0.022047818486190418	9	37.0	37.0	37.0	37.0	0.0	9	2742	2751	2744.5	2745.3333333333335	3.265986323710904	6	202751
Vibrio coralliilyticus	5.02356	6.037824	5.598145	5.602258146341463	0.2198603513924874	41	45.5	45.5	45.5	45.5	0.0	30	4685	5483	5051.0	5028.1578947368425	184.77049698913038	38	190893
Thermoanaerobacter kivui	2.397805	2.411034	2.397824	2.402221	0.007632287795936419	3	35.0	35.0	35.0	35.0	0.0	4	2254	2360	2285.0	2296	45.46060565661952	4	2325
Neisseria mucosa	2.224757	2.783943	2.508169	2.51617625	0.14486700543052547	20	51.0	51.0	51.0	51.0	0.0	14	1961	2489	2238	2242.1428571428573	139.1712203418098	21	488
